,index,mse0,mse_test0,mse1,mse_test1,mse2,mse_test2,mse3,mse_test3,mse4,mse_test4,mse5,mse_test5,mse6,mse_test6,mse7,mse_test7,mse8,mse_test8,mse9,mse_test9,r2_adj0,r2_adj_test0,r2_adj1,r2_adj_test1,r2_adj2,r2_adj_test2,r2_adj3,r2_adj_test3,r2_adj4,r2_adj_test4,r2_adj5,r2_adj_test5,r2_adj6,r2_adj_test6,r2_adj7,r2_adj_test7,r2_adj8,r2_adj_test8,r2_adj9,r2_adj_test9,features,features_names,mean_mse,mean_mse_test,mean_r2,mean_r2_test,std_mse,std_mse_test,std_r2,std_r2_test,model,scaler,l1
10,10.0,0.028309910212128534,0.02496868110412219,0.0268809973756601,0.03840761591311407,0.02871368613239402,0.02101866532412626,0.027795942918828212,0.029809638423911836,0.02812062073306706,0.026439317301547825,0.026926237318755285,0.036939072256191245,0.027847219765220654,0.028882318754284455,0.028013426006572577,0.027658447282306185,0.02780544873878156,0.029304946806816085,0.028390439052616803,0.023912974406258853,0.8167748628329886,0.8580487062990101,0.827896570609985,0.7781019978243747,0.8202218531646246,0.8588202706279068,0.8277457488779285,0.7846780413874263,0.8189436201016771,0.8286968029857391,0.8267707656046941,0.7791421640597587,0.8227984202366158,0.7977799677828336,0.8244600697346796,0.8094725352115197,0.8273514445314332,0.7452764054613461,0.8224001791405693,0.8278463663522114,[63 48 65 60 90 49 61 36 85  5  4],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony']",0.02788039282540248,0.028734167757267903,0.8235363534835196,0.8067863257992126,0.0005904301821909357,0.005434209721441107,0.00397537422242442,0.03682771372297272,linear,none,
11,11.0,0.028110710624545225,0.025272551238855783,0.02652596193779236,0.03799450449145159,0.028287175750066722,0.021277079718305978,0.02743449347690959,0.029472440657486113,0.027845341157350798,0.025866833992433627,0.026632633020107276,0.036581165895475665,0.02755989786800574,0.02841375856148454,0.02773712382133046,0.027092917383135583,0.02748480787788548,0.029157981003544685,0.02806726943468158,0.023784730373010713,0.818229004155891,0.8557376170590928,0.8304890302819686,0.7791828823328261,0.8232949034428647,0.8572172681979563,0.8302998320930717,0.7847586412919922,0.8209643353040056,0.8317246863059355,0.828916731343522,0.7799649123531077,0.824879354915077,0.8027487039507846,0.8264251232017699,0.8109854967120231,0.8296156354303333,0.7452838731321842,0.8247083024548604,0.8295294228171799,[63 48 65 60 90 49 61 36 85  5  4  8],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon']",0.02756854149686752,0.028491396331518426,0.8257822252623365,0.8077133504153082,0.0005918053243907005,0.0052764713611693805,0.004162194029421874,0.03629069319533743,linear,none,
12,12.0,0.02781441607277088,0.024960584264464812,0.026249744431197552,0.0375862197381399,0.027932786250462718,0.02168991288022209,0.02717913838825084,0.028885510709666544,0.02773034460817526,0.02586310242943512,0.026486327921170363,0.036695888577963666,0.027232939373436772,0.027869235007125633,0.0276209745945729,0.027173728763296864,0.027386388690853608,0.029012173941574827,0.02796060116689167,0.023703151648878304,0.8204194240412144,0.8577456094280116,0.8324851546959527,0.780319465291951,0.8258264531193005,0.8543739885894406,0.8320799829778447,0.7898953762938176,0.8217680237289311,0.8319148875642928,0.8299517517723942,0.777944441772344,0.8272486904139262,0.8073311518832205,0.8272121543797223,0.8104218680467454,0.8302652152938506,0.7462004467378037,0.8254247878780558,0.8292766403816991,[63 48 65 60 90 49 61 36 85  5  4  8 74],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss']",0.02735936614977826,0.028343950796076777,0.8272681638301191,0.8085423875989326,0.0005912398165018888,0.00517390889113803,0.00407146462454673,0.03569885070172457,linear,none,
13,13.0,0.02769492798439687,0.024808283426736542,0.025972791254442587,0.037778845798695,0.027651354097446602,0.02136022216664776,0.026821220678162744,0.029299228075683862,0.027364137248571837,0.024968999166477525,0.026048337723160814,0.0367282479507669,0.026987858359383176,0.0273030867725891,0.027236804900316363,0.02642383998290739,0.02697463742988153,0.028530999084855974,0.027565831894082928,0.02305708397766471,0.8212609838925731,0.8585799593788872,0.8342334340389412,0.7760100164219434,0.8278168441432793,0.8559102576217055,0.8345924741514908,0.7864339170914479,0.8244661811226084,0.8396518214233614,0.8331669578578063,0.778316423884169,0.8290032996574148,0.8100655171250876,0.829957396524783,0.8145787207620117,0.8331772977817221,0.7505693285782398,0.8282455079842244,0.8334342394006621,[63 48 65 60 90 49 61 36 85  5  4  8 74 78],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss', 'overlap_miss']",0.027031790156984543,0.02802588364030248,0.8295920377154843,0.8103550201687515,0.0006145902676078853,0.005422529638258702,0.004388197375485622,0.03676109028379855,linear,none,
14,14.0,0.027218685458937537,0.024817577638407837,0.025865113247763773,0.037522596273032886,0.027199945371756813,0.021311509882923692,0.02640131234969912,0.02889523708732859,0.027249926202484495,0.024993876260256686,0.025888508152443115,0.03651271200359527,0.026896849744369598,0.027358653197184335,0.026883581696327558,0.04411702287531119,0.02680438362173141,0.028570895603791203,0.027450770145160452,0.023090846391291536,0.8248032581461657,0.8578943586518184,0.8349712740660262,0.7768429239535101,0.8310357121072416,0.8564208940658885,0.8375386793532488,0.788303675215022,0.8252605418541868,0.8391201010664601,0.8342969925937076,0.778689333101589,0.8296137612961911,0.8098197302298493,0.8324664875717266,0.6878425210961523,0.8343413650247139,0.7482061164293423,0.8290201563377426,0.8335098046084091,[63 48 65 60 90 49 61 36 85  5  4  8 74 78 12],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss', 'overlap_miss', 'shop_points_in_0.001']",0.026785907599067387,0.029719092721312325,0.831334822835095,0.7976649458418041,0.0005616810764764887,0.0073249248167148095,0.004200177928884284,0.05335350747958257,linear,none,
15,15.0,0.026888600955015576,0.023632862597357217,0.025639410347616215,0.036840658125002194,0.027122794796926804,0.021292935024084338,0.02634374081269834,0.028673699948118535,0.027113844230517953,0.024913953875105338,0.025401216248107237,0.03656873194224776,0.02657257420659235,0.026255047015303117,0.0267439293517749,0.04459588154280005,0.026637864698849125,0.02835170447480781,0.027005414676553825,0.022356764865942843,0.8272273024547937,0.8643953758596579,0.8365831804158027,0.7803524757564703,0.8315320857900943,0.8561738910732746,0.8378893320709028,0.7885239654741386,0.8262186007921914,0.8393961385440133,0.8378568151323689,0.7788068355210396,0.8319474817225248,0.8177197400313528,0.8334182867374458,0.6813854482310686,0.8354769142401487,0.7508713024393823,0.8321929324111653,0.8394343673714711,[63 48 65 60 90 49 61 36 85  5  4  8 74 78 12  7],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss', 'overlap_miss', 'shop_points_in_0.001', 'furniture']",0.026546939032465234,0.029348223941076924,0.833034293176744,0.7997059540301868,0.000596772104686252,0.0075856255226977665,0.004080537111417885,0.05594882155680744,linear,none,
16,16.0,0.0267437131871369,0.023405994704582146,0.025428843107314553,0.036799368948819716,0.026942314186161866,0.0213355323731042,0.026280220284858467,0.028645966124419567,0.026714687684902844,0.024367876453868047,0.025346645354728334,0.03610684828104739,0.026353971408571004,0.026689669192267874,0.026688102827164235,0.04487028520850829,0.026586037014113672,0.028317187813334345,0.026578322281829925,0.022407514329789633,0.8282525691041147,0.8655388182823376,0.8380797210791231,0.7785778941511607,0.8327764095662562,0.8552524456747279,0.8382824345773736,0.787878221953587,0.8291462898308384,0.8410558333640196,0.838200553777777,0.7806721767372896,0.8334959127725364,0.8120753815493612,0.8337611873125375,0.6771451948068199,0.8357263386994558,0.7486835643376006,0.835218655876993,0.8376095045295281,[63 48 65 60 90 49 61 36 85  5  4  8 74 78 12  7 93],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss', 'overlap_miss', 'shop_points_in_0.001', 'furniture', 'overlap_freq']",0.02636628573367818,0.029294624342974123,0.8342940072597006,0.7984489035386433,0.0005495942573257614,0.007624660007503698,0.003568827384270312,0.05703417121780827,linear,none,
17,17.0,0.02668037060677791,0.023505700043351285,0.025146577984893285,0.03630347921732427,0.026882693950388312,0.021506552761196892,0.026227974781639418,0.02863292583641615,0.02665510205908377,0.02440872852352635,0.025146170248971672,0.03590197220638442,0.026113008577188682,0.026316118870889214,0.02655703011332357,0.04105586388821551,0.026503917093557816,0.028177065972882383,0.02648769023623231,0.021981101984235803,0.8286002552568956,0.8646743544212168,0.8401015081985916,0.7821498669345193,0.8330828303175576,0.852960780013927,0.8385346205270986,0.7865392467996047,0.8294642278344267,0.8395108616996485,0.8393833985468243,0.7773005009111011,0.8349583838665495,0.8108750185063244,0.8346495683251023,0.7045630346552665,0.8362548034174754,0.7485950271713246,0.8358105849870512,0.8401121522571103,[63 48 65 60 90 49 61 36 85  5  4  8 74 78 12  7 93 77],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss', 'overlap_miss', 'shop_points_in_0.001', 'furniture', 'overlap_freq', 'building_miss']",0.026240053565205673,0.028778950930442228,0.8350840181277572,0.8007280843370044,0.0006163610872417705,0.006753864939801644,0.003877222377333306,0.05059254031719062,linear,none,
18,18.0,0.026547739789229835,0.023923114458826458,0.02506739508273267,0.036346713664962164,0.026824210111045417,0.021175663299938457,0.026067044965134397,0.02830320263636423,0.026545886564741435,0.02367788775915859,0.02513526741793273,0.03550469951214905,0.026098954314621114,0.026272252062062323,0.026114923283709724,0.03939853331655067,0.026002094762104473,0.02862249153404385,0.026318040561217674,0.021683845123271237,0.829532319996119,0.8615176760001849,0.8406246671257656,0.7820630740623735,0.8334435281583208,0.8544560711520438,0.8396226417426291,0.7873791875214673,0.8302169046141279,0.8467249228994016,0.8394039496433985,0.7796263447628602,0.8349999065427928,0.8106099119880614,0.837783792189729,0.7175370285794707,0.8397869449195842,0.7379764847680333,0.8369710164352903,0.8409481081330241,[63 48 65 60 90 49 61 36 85  5  4  8 74 78 12  7 93 77  3],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss', 'overlap_miss', 'shop_points_in_0.001', 'furniture', 'overlap_freq', 'building_miss', 'total_square']",0.02607215568524695,0.028490840336732704,0.8362385671367758,0.801883880986692,0.0005745947168767618,0.006487055807323689,0.004038775405707445,0.049699202348560345,linear,none,
19,19.0,0.026324834602438223,0.023571642218416945,0.025044704577540097,0.03651456053110984,0.026420087914199145,0.02054388435928825,0.02590687503250336,0.028632571895496152,0.026344619765577247,0.023142273311424714,0.025096014331159613,0.03567188784231263,0.02606010681045454,0.02629338060818837,0.026030074857684913,0.03893800145578763,0.02559078502036125,0.02803379005316012,0.026286483424448115,0.02161289680160187,0.8311396216552653,0.8632963303949047,0.8407319698354634,0.7810194348387461,0.836298042628616,0.859595507538566,0.8407038186388345,0.7853701809386372,0.8316556269801151,0.8498341424514086,0.8396344212756965,0.7780295748106488,0.8352237709679087,0.8102750844860033,0.8383347110945006,0.7202608742626797,0.8426569803353571,0.7427662242660364,0.8370761144146325,0.8405000016834889,[63 48 65 60 90 49 61 36 85  5  4  8 74 78 12  7 93 77  3 88],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss', 'overlap_miss', 'shop_points_in_0.001', 'furniture', 'overlap_freq', 'building_miss', 'total_square', 'toilet_freq']",0.025910458633636647,0.02829548890767865,0.8373455077826388,0.8030947355671121,0.0005069600319011233,0.006608351539786507,0.0038547957895284425,0.049869353347954906,linear,none,
20,20.0,0.026292340457257594,0.023496651392665817,0.024975346099341378,0.03653573414150627,0.026206518254678356,0.020188623380791738,0.02587809076331619,0.02870226108181022,0.026294519715907416,0.02324809689666589,0.0250656991907579,0.035506347216749105,0.026023395726505645,0.02629698602865037,0.025989231291852582,0.03846973151171358,0.02556420154794943,0.02781372314188325,0.026193534172456266,0.021510592543136867,0.8313196833516362,0.8637308316144495,0.8411827376906231,0.780472684891174,0.837772977616728,0.8620079954871362,0.8408490878301365,0.7844473239928278,0.8319660770631695,0.8483078532001732,0.8397987576900571,0.7777045183390947,0.8354319572971188,0.8091094188444916,0.838568487841517,0.7227009462158409,0.8427869874040865,0.7442195025258052,0.8376839506314346,0.8409127995798512,[63 48 65 60 90 49 61 36 85  5  4  8 74 78 12  7 93 77  3 88 14],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss', 'overlap_miss', 'shop_points_in_0.001', 'furniture', 'overlap_freq', 'building_miss', 'total_square', 'toilet_freq', 'crossing_points_in_0.001']",0.02584828772200228,0.02817687473355731,0.8377360704416509,0.8033613874690844,0.0004888106898559069,0.00656527319376563,0.0038268875492803076,0.049543478537783105,linear,none,
21,21.0,0.026198022763410368,0.023193176654299694,0.024910807827117333,0.0364462054665759,0.026159376168984352,0.020171446350914883,0.02565418365697629,0.028261118829440608,0.026083235330091506,0.02324907280901036,0.02505264572166682,0.035483883284728734,0.026003977436765496,0.026337192741512513,0.025937413783678417,0.03821877209673267,0.025519622473656352,0.02775821023065819,0.02613524902288016,0.02154367282377475,0.8319623991999184,0.8648652396614437,0.8415979535255043,0.7799085261171608,0.8380508831361055,0.8615308338372902,0.8423817224008523,0.786336856703791,0.8332263117026981,0.8454172071390023,0.8398353303248148,0.7771708431211224,0.8355130325016377,0.8082182849821412,0.8388813306010937,0.7236129311554701,0.8430449029928451,0.743501886394958,0.8380423195341935,0.8395516901259884,[63 48 65 60 90 49 61 36 85  5  4  8 74 78 12  7 93 77  3 88 14 24],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss', 'overlap_miss', 'shop_points_in_0.001', 'furniture', 'overlap_freq', 'building_miss', 'total_square', 'toilet_freq', 'crossing_points_in_0.001', 'parking_points_in_0.001']",0.02576545341852271,0.028066275128764827,0.8382536185919662,0.8030114299238367,0.00046878297408733596,0.00652571938179608,0.003749486999875273,0.049143774524087344,linear,none,
22,22.0,0.026175970985433155,0.023155817915693867,0.02486464246252738,0.03659061105380421,0.02607898055016693,0.019997434130054555,0.025638353645233727,0.02838621933741024,0.026039012386889257,0.0234396773013319,0.024966582985434086,0.03562560118612273,0.02598374578055685,0.026364077987603148,0.025901321898765182,0.03761117166525949,0.025365844334946448,0.02802092595941626,0.026110760984949005,0.021534414655181477,0.8320644019382802,0.8645900657028269,0.8418780305369016,0.7782189726498546,0.8385675421879448,0.8617393607193502,0.8424350947600392,0.7849779029382151,0.8334930602848016,0.8439658454847159,0.8404123802833292,0.7753833015888623,0.8356001154881723,0.8070926352384857,0.8390809342289268,0.726720820601094,0.844078051669704,0.7407342740741244,0.8381577092953213,0.8382687179568575,[63 48 65 60 90 49 61 36 85  5  4  8 74 78 12  7 93 77  3 88 14 24 15],"['total_log', 'sport_points_in_0.01', 'year_meaned', 'bus_stop_dist', 'renovation_freq', 'building_points_in_0.01', 'crossing_dist', 'office_points_in_0.005', 'rooms', 'logia', 'balcony', 'aircon', 'view_miss', 'overlap_miss', 'shop_points_in_0.001', 'furniture', 'overlap_freq', 'building_miss', 'total_square', 'toilet_freq', 'crossing_points_in_0.001', 'parking_points_in_0.001', 'natural_points_in_0.001']",0.0257125216014902,0.028072595119187787,0.8385767320673422,0.8021691896954387,0.0004858538767157553,0.006473910492912533,0.0039010532639372013,0.048958814918686304,linear,none,
